Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
St Kilda,66 Clyde St,2,h,1365000,S,Whiting,26/07/2016,6.1,3182,2,1,1,361,123,1910,Port Phillip City Council,-37.8646,144.98,Southern Metropolitan,13240
Altona,5/8 David St,2,u,580000,PI,Biggin,16/07/2016,13.8,3018,2,2,1,175,76,2013,Hobsons Bay City Council,-37.8687,144.8268,Western Metropolitan,5301
Seddon,11 Hotham St,3,h,1395000,SP,Jas,16/04/2016,6.6,3011,3,1,2,467,155,1946,Maribyrnong City Council,-37.8093,144.8941,Western Metropolitan,2417
Gladstone Park,17 Fairbank Av,3,h,538000,SP,Eview,21/10/2017,12.9,3043,3,1,2,564,134,1960,Hume City Council,-37.68459,144.88999,Western Metropolitan,3285
Pascoe Vale,199 Cumberland Rd,3,h,900000,SP,Nelson,14/05/2016,9.9,3044,3,2,2,608,168,1940,Moreland City Council,-37.7182,144.9405,Northern Metropolitan,7485
Sunshine West,1/40 Warmington Rd,3,h,305000,SP,Jellis,27/06/2016,13.5,3020,3,1,2,367,114,1970,Brimbank City Council,-37.8018,144.8246,Western Metropolitan,6763
Northcote,51 Beavers Rd,2,h,910000,S,Jellis,30/07/2016,5.5,3070,2,1,1,150,81,1995,Darebin City Council,-37.7665,144.9955,Northern Metropolitan,11364
Carnegie,12/40 Woorayl St,1,u,381000,S,Ray,23/09/2017,10.1,3163,1,1,1,2048,55,1970,Glen Eira City Council,-37.88642,145.05979,Southern Metropolitan,7822
Preston,31 Belgrove St,3,h,1186000,SP,Nelson,28/05/2016,8.8,3072,2,1,1,713,83,1960,Darebin City Council,-37.7436,145.0191,Northern Metropolitan,14577
Essendon,124c Hoffmans Rd,3,t,720000,S,Frank,15/10/2016,8,3040,3,1,2,190,142,1999,Moonee Valley City Council,-37.7418,144.8918,Western Metropolitan,9264
Balwyn North,6 Stuart Ct,4,h,1825000,S,Fletchers,4/3/17,9.2,3104,4,2,3,736,225,1958,Boroondara City Council,-37.7944,145.1028,Southern Metropolitan,7809
Kew,31 Argyle Rd,4,h,2600000,VB,Kay,28/08/2016,5.6,3101,4,3,2,700,700,1992,Boroondara City Council,-37.8033,145.0526,Southern Metropolitan,10331
Carlton,34 Barkly St,2,h,1170000,S,Nelson,18/06/2016,1.8,3053,2,1,1,144,81,1890,Melbourne City Council,-37.7984,144.9738,Northern Metropolitan,6786
Hawthorn East,310 Riversdale Rd,3,h,1450000,PI,hockingstuart,7/5/16,7.5,3123,3,2,2,466,176,1915,Boroondara City Council,-37.8305,145.0475,Southern Metropolitan,6482
Templestowe,4 Durkin Ct,4,h,1050000,SP,Barry,3/3/18,15.5,3106,4,2,2,680,217,1980,Manningham City Council,-37.75785,145.13593,Eastern Metropolitan,6202
Sunbury,50 Dunrossil Dr,3,h,480000,S,Raine,11/11/17,31.7,3429,3,1,1,647,114,1982,Hume City Council,-37.5595,144.7305,Western Metropolitan,14092
Craigieburn,5 Aris Ct,3,h,620000,PI,YPA,10/2/18,20.6,3064,3,2,1,788,200,1980,Hume City Council,-37.59585,144.93835,Northern Metropolitan,15510
Balwyn,13 Naroo St,4,h,1800000,PI,Jellis,8/10/16,9.7,3103,3,2,2,577,200,1948,Boroondara City Council,-37.8032,145.0693,Southern Metropolitan,5682
Moonee Ponds,119 Park St,5,h,2300000,PI,Nelson,13/05/2017,6.9,3039,5,2,2,597,322,1930,Moonee Valley City Council,-37.7611,144.9095,Western Metropolitan,6232
Attwood,3 Wilton Pl,4,h,714000,S,YPA,28/10/2017,16.5,3049,4,1,2,656,116,1982,Hume City Council,-37.67373,144.89627,Northern Metropolitan,1130
Balwyn North,57 Cityview Rd,5,h,4050000,S,Noel,18/11/2017,9.7,3104,5,4,4,660,461,2012,Boroondara City Council,-37.789,145.0791,Southern Metropolitan,7809
Chelsea,1/15 Cross Rd,2,u,639000,S,Eview,22/07/2017,27,3196,2,1,2,278,104,1980,Kingston City Council,-38.04602,145.1191,South-Eastern Metropolitan,3906
Gowanbrae,8 Perth Ct,4,h,740000,SP,Nelson,27/06/2016,13.6,3043,4,2,2,453,213,2007,Moreland City Council,-37.7016,144.8974,Western Metropolitan,1071
Diamond Creek,37 Brownlow Dr,4,h,990000,S,Morrison,23/09/2017,21.8,3089,4,3,2,1001,315,2012,Nillumbik Shire Council,-37.65972,145.159,Northern Victoria,4258
Berwick,2 Greystoke Ct,4,h,667000,S,C21,27/05/2017,35.2,3806,4,2,2,792,180,1977,Casey City Council,-38.03296,145.33439,Eastern Victoria,17093
Box Hill,3 Alexander St,3,h,1715000,SP,Marshall,10/12/16,13.1,3128,3,2,2,458,170,1950,Whitehorse City Council,-37.8257,145.1216,Eastern Metropolitan,4605
Keilor Downs,35 Stockwell Cr,4,h,900000,PI,Brad,28/10/2017,15.5,3038,5,3,5,821,249,1998,Brimbank City Council,-37.71415,144.79239,Western Metropolitan,3656
Balwyn,38 Frederick St,4,h,2730000,S,RT,15/10/2016,9.7,3103,4,3,2,674,336,1997,Boroondara City Council,-37.8068,145.0786,Southern Metropolitan,5682
Oakleigh,4 Best St,4,h,1580000,S,Buxton,24/02/2018,12.3,3166,4,2,2,508,170,1950,Monash City Council,-37.90817,145.09214,Southern Metropolitan,3224
Highett,31 The Crescent,4,t,1200000,S,hockingstuart,29/07/2017,16,3190,4,2,2,304,183,2007,Bayside City Council,-37.94633,145.04947,Southern Metropolitan,4794
Yarraville,7 Stewart St,4,h,1340000,VB,Village,18/03/2017,7,3013,4,2,0,297,175,1900,Maribyrnong City Council,-37.8108,144.888,Western Metropolitan,6543
Kensington,66 Parsons St,2,t,700000,VB,Nelson,22/08/2016,4.2,3031,2,2,1,324,97,2009,Melbourne City Council,-37.7903,144.9345,Northern Metropolitan,5263
North Warrandyte,39 Valias St,4,h,902000,S,Gardiner,9/9/17,21.1,3113,4,2,0,1457,147,1970,Nillumbik Shire Council,-37.72548,145.20868,Eastern Metropolitan,1058
Malvern,20 Coonil Cr,4,h,4050000,S,Hodges,12/8/17,5.9,3144,4,3,2,787,282,1915,Stonnington City Council,-37.86044,145.0335,Southern Metropolitan,4675
Mill Park,1 Roycroft Av,4,h,665000,SP,Ray,11/11/17,17.9,3082,4,2,3,589,143,1982,Whittlesea City Council,-37.6692,145.0596,Northern Metropolitan,10529
Balwyn North,23a The Boulevard,5,h,2200000,VB,Noel,12/6/16,9.2,3104,5,3,2,900,355,1955,Boroondara City Council,-37.7868,145.0677,Southern Metropolitan,7809
Ormond,21 Stewart St,4,h,2005000,S,hockingstuart,15/10/2016,11.8,3204,4,2,2,691,193,1935,Glen Eira City Council,-37.905,145.029,Southern Metropolitan,3578
Mernda,26 Coppice St,4,h,670000,S,Harcourts,1/7/17,25.9,3754,4,2,2,512,221,2012,Whittlesea City Council,-37.58676,145.08889,Northern Metropolitan,5812
Murrumbeena,1/48 Kangaroo Rd,2,u,910000,S,hockingstuart,29/07/2017,10.1,3163,2,1,2,402,106,1970,Glen Eira City Council,-37.89801,145.07104,Southern Metropolitan,4442
West Footscray,77 Suffolk St,2,h,495000,S,Burnham,24/09/2016,8.2,3012,2,1,2,161,700,1977,Maribyrnong City Council,-37.7905,144.8714,Western Metropolitan,5058
Sunshine North,5 Braim St,3,h,700000,S,Barry,18/06/2016,13.3,3020,3,1,2,538,111,1975,Brimbank City Council,-37.7704,144.8384,Western Metropolitan,4217
Kew,118 Walpole St,6,h,2905000,SP,Marshall,24/02/2018,5.4,3101,6,3,2,855,294,1920,Boroondara City Council,-37.79626,145.03362,Southern Metropolitan,10331
Templestowe Lower,291 High St,4,h,1250000,VB,Barry,3/3/18,12.4,3107,4,3,2,463,235,2004,Manningham City Council,-37.76562,145.11944,Eastern Metropolitan,5420
Flemington,7 Eltham St,3,h,1300000,VB,Nelson,9/12/17,3.4,3031,3,1,0,226,104,1910,Melbourne City Council,-37.78452,144.92885,Northern Metropolitan,3593
Templestowe,45 Templemore Dr,4,h,1150000,PI,Barry,19/08/2017,15.5,3106,4,2,2,779,185,1980,Manningham City Council,-37.75592,145.16605,Eastern Metropolitan,6202
Keilor Park,18 William St,3,h,575000,S,Nelson,27/11/2016,14.5,3042,3,1,1,338,107,1960,Brimbank City Council,-37.7212,144.8545,Western Metropolitan,1119
Port Melbourne,2/8 Thomas St,2,h,880000,S,Greg,10/12/16,3.8,3207,2,1,2,163,83,1980,Melbourne City Council,-37.8359,144.9358,Southern Metropolitan,8648
Glen Iris,184 Finch St,3,h,3310000,S,Marshall,20/05/2017,9.2,3146,3,3,2,662,265,1988,Boroondara City Council,-37.8605,145.0455,Southern Metropolitan,10412
Reservoir,15 Down St,3,h,780000,PI,hockingstuart,17/09/2016,11.2,3073,3,1,2,464,125,1920,Darebin City Council,-37.7245,145.004,Northern Metropolitan,21650
Oak Park,40 Devereaux St,4,h,840000,SP,Nelson,18/06/2016,11.5,3046,4,1,2,704,196,1960,Moreland City Council,-37.7143,144.9096,Northern Metropolitan,2651
Reservoir,50 Gloucester St,3,h,950000,S,RW,19/11/2016,11.2,3073,3,2,2,565,120,1920,Darebin City Council,-37.7196,144.997,Northern Metropolitan,21650
Coburg,19 Audley St,4,h,1136000,S,Ray,18/03/2017,7.8,3058,4,3,1,420,146,1920,Darebin City Council,-37.7501,144.962,Northern Metropolitan,11204
Doveton,12 Box St,3,h,670000,S,Hall,24/02/2018,28.8,3177,3,1,1,578,97,1960,Casey City Council,-37.99478,145.23681,South-Eastern Metropolitan,3533
Doncaster,10 Margot Av,4,h,1663000,S,Philip,8/7/17,12.4,3108,4,3,2,674,250,1982,Manningham City Council,-37.77102,145.13338,Eastern Metropolitan,9028
Gardenvale,28 Magnolia Rd,4,h,883000,S,McGrath,24/02/2018,7.2,3185,4,2,2,558,161,1925,Glen Eira City Council,-37.89871,145.01019,Southern Metropolitan,534
Yallambie,4 Coleen St,3,h,742000,S,Barry,15/10/2016,15,3085,3,1,1,614,117,1978,Banyule City Council,-37.7305,145.081,Northern Metropolitan,1369
Kingsville,22 Coronation St,4,h,1336000,S,Jas,26/07/2016,7.8,3012,3,2,1,343,109,1920,Maribyrnong City Council,-37.8066,144.8811,Western Metropolitan,1808
Bentleigh,592 Centre Rd,3,h,1125000,S,hockingstuart,8/10/16,13,3204,3,1,2,584,116,1948,Glen Eira City Council,-37.9199,145.0477,Southern Metropolitan,6795
Richmond,17/47 Mary St,3,h,1190000,S,Biggin,17/06/2017,2.4,3121,3,2,1,105,110,1997,Yarra City Council,-37.82146,145.00203,Northern Metropolitan,14949
Altona,27 McIntyre Dr,3,h,840000,SP,Greg,18/03/2017,13.8,3018,3,2,2,534,136,1965,Hobsons Bay City Council,-37.86,144.8245,Western Metropolitan,5301
Maidstone,45 Radio St,3,h,695000,S,Burnham,15/10/2016,9.2,3012,3,1,2,214,146,2007,Maribyrnong City Council,-37.7798,144.8661,Western Metropolitan,3873
Airport West,18 Glenys Av,3,h,790000,S,Raine,7/10/17,10.4,3042,3,1,5,536,108,1980,Moonee Valley City Council,-37.72285,144.87539,Western Metropolitan,3464
West Footscray,44 Clive St,3,h,1151500,SP,Sweeney,26/07/2016,8.2,3012,4,1,2,536,113,1925,Maribyrnong City Council,-37.7978,144.8743,Western Metropolitan,5058
Northcote,26 Hayes St,3,h,1474000,S,Jellis,19/11/2016,5.5,3070,3,1,0,304,131,1910,Darebin City Council,-37.7642,145.001,Northern Metropolitan,11364
Ormond,27 Thompson St,4,h,1900000,S,Hodges,3/3/18,11.4,3204,4,2,2,705,209,1940,Glen Eira City Council,-37.90416,145.02792,Southern Metropolitan,3578
Albion,5 Norwood St,3,h,715000,S,Sweeney,21/10/2017,10.5,3020,3,1,2,638,97,1960,Brimbank City Council,-37.78089,144.81141,Western Metropolitan,2185
Moonee Ponds,31 Bowen St,2,h,860000,S,Nelson,11/2/17,6.9,3039,2,1,1,301,80,1920,Moonee Valley City Council,-37.7695,144.9092,Western Metropolitan,6232
Glen Iris,5 Charles St,4,h,2010000,S,Marshall,10/12/16,9.2,3146,4,2,2,659,212,1930,Boroondara City Council,-37.8509,145.0916,Southern Metropolitan,10412
Newport,16 Davies St,2,h,793000,S,Gunn&Co,24/09/2016,8.4,3015,2,1,1,144,140,1995,Hobsons Bay City Council,-37.845,144.8873,Western Metropolitan,5498
St Albans,8 Ipswich St,3,h,645000,S,Sweeney,3/9/17,14,3021,3,1,0,539,138,1960,Brimbank City Council,-37.74845,144.8144,Western Metropolitan,14042
Burwood,11 Webb St,2,h,1322500,S,Buxton,26/08/2017,10.4,3125,2,1,1,731,94,1950,Monash City Council,-37.85621,145.10641,Southern Metropolitan,5678
Brunswick East,1 Nunan St,4,h,856000,S,Harrington,3/12/16,4.5,3057,4,2,2,136,151,1997,Moreland City Council,-37.7601,144.9805,Northern Metropolitan,5533
Epping,13 Baystone Rd,3,h,585000,S,Love,24/02/2018,19.6,3076,3,1,2,572,115,1985,Whittlesea City Council,-37.64763,145.04872,Northern Metropolitan,10926
Eaglemont,129 Banksia St,3,h,1300000,VB,Nelson,8/7/17,8.9,3084,3,1,2,615,138,1950,Banyule City Council,-37.75825,145.05438,Eastern Metropolitan,1651
Bayswater,3 Grieve St,3,h,824000,S,One,3/9/17,23.2,3153,3,1,2,725,112,1980,Knox City Council,-37.85063,145.25802,Eastern Metropolitan,5030
Doncaster,46 Winston Dr,4,h,1462500,S,Philip,18/06/2016,13.9,3108,4,3,2,654,160,1969,Manningham City Council,-37.7795,145.1294,Eastern Metropolitan,9028
Brunswick,177 Barkly St,4,h,1800000,VB,Nelson,15/10/2016,5.2,3056,4,2,3,271,180,1900,Moreland City Council,-37.7769,144.9691,Northern Metropolitan,11918
Craigieburn,15 Champion Pde,4,h,510000,PI,LJ,29/07/2017,20.6,3064,4,2,1,336,83,2014,Hume City Council,-37.59392,144.89956,Northern Metropolitan,15510
Carnegie,4/39 Kokaribb Rd,2,u,588000,SP,Woodards,16/07/2016,11.4,3163,2,1,1,133,71,2011,Glen Eira City Council,-37.89,145.0559,Southern Metropolitan,7822
Craigieburn,22 Scottsdale Ct,4,h,715000,S,Raine,7/10/17,20.6,3064,4,2,2,764,237,2010,Hume City Council,-37.60438,144.92017,Northern Metropolitan,15510
Taylors Lakes,1 Cowes Pl,4,h,853000,S,Barry,15/07/2017,15.5,3038,4,3,2,724,330,1990,Brimbank City Council,-37.70941,144.7873,Western Metropolitan,5336
Kealba,3 Stenson Rd,3,h,515000,S,Sweeney,10/12/16,15,3021,3,1,4,597,114,1975,Brimbank City Council,-37.7392,144.8241,Western Metropolitan,1202
Greensborough,13 Stowe Av,4,h,800000,S,Darren,15/07/2017,16.1,3088,4,2,2,626,169,1960,Banyule City Council,-37.70859,145.10464,Northern Metropolitan,8524
Watsonia,295 Greenwood Dr,3,h,860500,S,Barry,24/09/2016,14.9,3087,3,2,0,767,147,1960,Banyule City Council,-37.7084,145.0788,Northern Metropolitan,2329
Springvale,24 Garnsworthy St,3,h,752500,S,iSell,1/7/17,20.8,3171,3,1,2,623,99,1950,Greater Dandenong City Council,-37.94106,145.16193,South-Eastern Metropolitan,7412
Kew,17 Gladstone St,3,h,1410000,S,Jellis,10/12/16,5.6,3101,3,1,2,304,127,1885,Boroondara City Council,-37.8023,145.0404,Southern Metropolitan,10331
Bentleigh East,77A Orange St,3,t,1280000,SP,Buxton,19/08/2017,13.8,3165,3,2,2,335,239,2013,Glen Eira City Council,-37.91783,145.0816,Southern Metropolitan,10969
Albert Park,96 Danks St,3,h,1505000,S,Cayzer,27/05/2017,3,3206,3,1,1,149,109,1890,Port Phillip City Council,-37.84587,144.94828,Southern Metropolitan,3280
Albert Park,4 Ashworth St,3,h,1700000,VB,Greg,6/5/17,3.3,3206,3,1,1,178,116,1910,Port Phillip City Council,-37.8473,144.9495,Southern Metropolitan,3280
Glen Waverley,4 Turner Ct,3,h,1550000,S,Harcourts,17/06/2017,16.7,3150,3,2,2,648,181,1980,Monash City Council,-37.88255,145.14727,Eastern Metropolitan,15321
Balwyn North,9 Seattle St,4,h,1675000,S,Fletchers,18/03/2017,9.2,3104,4,2,2,667,201,1974,Boroondara City Council,-37.7835,145.0883,Southern Metropolitan,7809
Roxburgh Park,29 Boyden Sq,3,t,455000,S,RW,24/02/2018,20.6,3064,3,2,2,245,143,2000,Hume City Council,-37.62272,144.92727,Northern Metropolitan,5833
Bentleigh,14 Beths St,4,h,2700000,VB,hockingstuart,17/06/2017,11.4,3204,4,4,2,673,156,1935,Glen Eira City Council,-37.91888,145.04775,Southern Metropolitan,6795
Williamstown,193 Melbourne Rd,2,h,980000,PI,Sweeney,3/3/18,6.8,3016,2,1,1,294,120,1900,Hobsons Bay City Council,-37.85149,144.88893,Western Metropolitan,6380
Preston,126 Albert St,3,h,600000,VB,hockingstuart,12/6/16,8.8,3072,3,1,3,503,101,1950,Darebin City Council,-37.739,145.0238,Northern Metropolitan,14577
Ormond,2/35 Leila Rd,2,u,617500,S,Biggin,28/05/2016,11.8,3204,2,1,1,94,91,1970,Glen Eira City Council,-37.9011,145.0474,Southern Metropolitan,3578
North Melbourne,10 Munster Tce,3,t,1000000,VB,Nelson,27/11/2016,2.3,3051,3,2,1,61,170,1920,Melbourne City Council,-37.8039,144.9424,Northern Metropolitan,6821
Dingley Village,32 Fernhill Dr,4,h,1281000,S,Buxton,16/09/2017,22.2,3172,4,2,2,566,234,2000,Kingston City Council,-37.97215,145.12389,South-Eastern Metropolitan,3940
St Albans,21 Shirley St,3,h,582000,S,YPA,8/7/17,14,3021,3,1,0,674,94,1960,Brimbank City Council,-37.73704,144.79108,Western Metropolitan,14042
Camberwell,4 Ada St,3,h,2250000,S,O'Donoghues,16/04/2016,7.8,3124,3,2,2,656,225,2009,Boroondara City Council,-37.841,145.0824,Southern Metropolitan,8920
Blackburn,27 Gerald St,4,h,1850000,VB,Noel,16/09/2017,13.4,3130,4,2,2,628,287,2012,Whitehorse City Council,-37.82942,145.16714,Eastern Metropolitan,5713
Footscray,2 Buckingham St,3,h,747000,S,Jas,16/07/2016,6.4,3011,3,1,1,246,120,1940,Maribyrnong City Council,-37.8012,144.8924,Western Metropolitan,7570
Northcote,3 Brooke St,4,h,1950000,S,hockingstuart,28/05/2016,5.5,3070,4,2,1,489,140,1910,Darebin City Council,-37.7762,145.0027,Northern Metropolitan,11364
Avondale Heights,6 Ridley Av,3,h,720000,PI,Harcourts,8/7/17,9.5,3034,3,1,1,582,110,1965,Moonee Valley City Council,-37.76063,144.8603,Western Metropolitan,4502
Bulleen,5 Penderel Wy,4,h,1830000,SP,Jellis,28/10/2017,10.8,3105,4,3,2,700,350,1998,Manningham City Council,-37.76125,145.09478,Eastern Metropolitan,4480
Seddon,93 Williamstown Rd,5,h,1275000,SP,Jas,18/03/2017,6.6,3011,5,3,1,386,218,1890,Maribyrnong City Council,-37.8078,144.8846,Western Metropolitan,2417
Pascoe Vale,2/8 Stewart St,2,u,580000,S,Nelson,22/07/2017,8.5,3044,2,1,1,103,111,2010,Moreland City Council,-37.72773,144.92628,Northern Metropolitan,7485
Yallambie,10 Fahey Cr,3,h,825000,S,Barry,17/03/2018,12.7,3085,3,1,1,642,131,1960,Banyule City Council,-37.72966,145.08211,Northern Metropolitan,1369
Braybrook,144 Duke St,2,h,868000,S,Bells,7/11/16,10.8,3019,2,1,4,749,77,1950,Maribyrnong City Council,-37.7814,144.847,Western Metropolitan,3589
Thornbury,25 Hobson St,2,h,830000,S,Jellis,11/11/17,7,3071,2,1,1,150,80,1995,Darebin City Council,-37.7527,144.9922,Northern Metropolitan,8870
Werribee,29 Briardale Dr,3,h,490000,S,hockingstuart,19/08/2017,14.7,3030,3,2,2,536,141,1990,Wyndham City Council,-37.90419,144.63761,Western Metropolitan,16166
Burwood,48 Station St,3,h,1160000,S,Greg,4/6/16,11.7,3125,3,1,1,786,111,1950,Monash City Council,-37.8525,145.1198,Southern Metropolitan,5678
Seaford,6 Manyung Ct,3,h,770000,S,hockingstuart,9/9/17,35.4,3198,3,1,1,591,130,1963,Frankston City Council,-38.09864,145.13129,South-Eastern Metropolitan,8077
Croydon,6 Webster Av,5,h,1180000,S,Barry,23/09/2017,23,3136,5,3,3,857,285,2012,Maroondah City Council,-37.79773,145.26956,Eastern Metropolitan,11925
Forest Hill,16 Wickham Av,6,h,1065000,S,hockingstuart,26/08/2017,15.4,3131,6,1,1,704,140,1950,Whitehorse City Council,-37.83161,145.17555,Eastern Metropolitan,4385
Brunswick,53 Stewart St,2,h,1075000,VB,Jellis,21/10/2017,5.2,3056,2,1,1,2400,98,1910,Moreland City Council,-37.76386,144.96776,Northern Metropolitan,11918
Ascot Vale,37 Roxburgh St,3,h,1306000,S,Jellis,15/07/2017,4.3,3032,3,1,0,199,126,1900,Moonee Valley City Council,-37.77561,144.91695,Western Metropolitan,6567
Glenroy,17 Bindi St,3,h,597500,S,YPA,13/05/2017,13,3046,3,1,2,663,84,1950,Moreland City Council,-37.6962,144.9349,Northern Metropolitan,8870
Maribyrnong,3 Rylie La,3,t,765000,SP,Biggin,10/2/18,4.3,3032,3,2,2,225,141,1995,Maribyrnong City Council,-37.7701,144.8791,Western Metropolitan,4918
Heidelberg West,314 Liberty Pde,3,h,580000,S,Haughton,27/05/2017,8.8,3081,3,1,2,429,109,1950,Banyule City Council,-37.73704,145.03697,Eastern Metropolitan,2674
Chelsea Heights,7 Brolga Av,3,h,725000,S,Ray,26/08/2017,27,3196,3,1,1,534,95,1980,Kingston City Council,-38.04922,145.13904,South-Eastern Metropolitan,2076
Kingsville,20 Chirnside St,3,h,1180000,SP,Greg,28/10/2017,6.4,3012,3,2,0,277,137,1910,Maribyrnong City Council,-37.80535,144.88297,Western Metropolitan,1808
Kensington,49 Robertson St,3,h,1230000,S,Nelson,22/08/2016,4.2,3031,3,1,1,312,109,1915,Melbourne City Council,-37.793,144.934,Northern Metropolitan,5263
Essendon,211 Napier St,4,h,1467000,S,Brad,16/04/2016,8,3040,3,2,1,683,145,1920,Moonee Valley City Council,-37.7439,144.9195,Western Metropolitan,9264
Burwood,11 Stephens St,3,h,1388000,SP,Buxton,3/3/18,10.4,3125,3,1,2,772,112,1960,Monash City Council,-37.85628,145.10906,Southern Metropolitan,5678
Watsonia North,6 Damien Ct,4,h,806000,S,Barry,7/10/17,14.5,3087,4,2,2,534,154,1990,Banyule City Council,-37.69368,145.08811,Northern Metropolitan,1442
Brighton,26 Brickwood St,5,h,4400000,VB,Marshall,11/11/17,10.5,3186,5,4,2,710,429,2015,Bayside City Council,-37.8936,144.9982,Southern Metropolitan,10579
Toorak,16 Tashinny Rd,3,h,1689000,S,Kay,4/3/17,4.6,3142,3,1,0,222,118,1920,Stonnington City Council,-37.8448,145.0055,Southern Metropolitan,7217
Montmorency,11 Ryrie Ct,4,h,1375000,S,Morrison,28/10/2017,16.2,3094,4,2,2,954,210,1996,Banyule City Council,-37.72087,145.12601,Eastern Metropolitan,3891
Lalor,82 Cyprus St,3,h,716500,S,HAR,21/10/2017,16.3,3075,3,1,5,688,100,1970,Whittlesea City Council,-37.67438,145.02506,Northern Metropolitan,8279
Clifton Hill,428 Wellington St,4,h,1369000,S,Ray,24/02/2018,3.6,3068,4,2,1,174,160,1999,Yarra City Council,-37.79335,144.98857,Northern Metropolitan,2954
Spotswood,4/36 Robert St,1,u,380000,S,Jas,8/4/17,7.7,3015,1,1,1,89,37,1980,Hobsons Bay City Council,-37.8291,144.8848,Western Metropolitan,1223
Keilor Downs,11 Turfan Cl,4,h,700000,PI,Barry,26/08/2017,15.5,3038,4,2,2,726,223,1980,Brimbank City Council,-37.72649,144.80992,Western Metropolitan,3656
Templestowe Lower,5 MacRobertson St,4,h,1118000,S,Philip,27/06/2016,13.8,3107,4,2,2,705,195,1970,Manningham City Council,-37.7595,145.1176,Eastern Metropolitan,5420
Elwood,105 Mitford St,3,h,1800000,VB,Gary,24/06/2017,7.2,3184,3,2,2,188,185,2010,Port Phillip City Council,-37.87818,144.98532,Southern Metropolitan,8989
Pascoe Vale,2/58 Railway Pde,2,t,480000,PI,Nelson,6/8/16,9.9,3044,2,1,1,113,94,1988,Moreland City Council,-37.7269,144.9274,Northern Metropolitan,7485
Reservoir,55 Nisbett St,2,h,650000,PI,Ray,10/3/18,12,3073,2,1,2,581,75,1950,Darebin City Council,-37.72768,145.02981,Northern Metropolitan,21650
Port Melbourne,95 Station St,2,h,1150000,S,Marshall,18/03/2017,3.8,3207,2,1,0,82,90,1910,Melbourne City Council,-37.8361,144.9403,Southern Metropolitan,8648
Fawkner,42 Tucker St,4,h,945000,S,HAR,17/03/2018,13.1,3060,4,2,6,652,166,1970,Hume City Council,-37.70811,144.96968,Northern Metropolitan,5070
